Aug 26 19:15:05.791  Note             0x0000                     Product: iPad13,1  50 72 6F 64 75 63 74 3A 20 69 50 61 64 31 33 2C 31  
Aug 26 19:15:05.791  Note             0x0000                     Firmware Version: 22.5.614.3450  46 69 72 6D 77 61 72 65 20 56 65 72 73 69 6F 6E 3A 20 32 32 2E 35 2E 36 31 34 2E 33 34 35 30  
Aug 26 19:15:05.791  Note             0x0000                     Chipset: BCM_4387  43 68 69 70 73 65 74 3A 20 42 43 4D 5F 34 33 38 37  
Aug 26 19:15:05.791  Note             0x0000                     Transport: PCIe  54 72 61 6E 73 70 6F 72 74 3A 20 50 43 49 65  
Aug 26 19:15:05.791  Note             0x0000                     Firmware Filename: BCM4387C2_22.5.614.3450_PCIE_PomegranateA_CLPC_OS_USI_20250129.bin  46 69 72 6D 77 61 72 65 20 46 69 6C 65 6E 61 6D 65 3A 20 42 43 4D 34 33 38 37 43 32 5F 32 32 2E 35 2E 36 31 34 2E 33 34 35 30 5F 50 43 49 45 5F 50 6F 6D 65 67 72 61 6E 61 74 65 41 5F 43 4C 50 43 5F 4F 53 5F 55 53 49 5F 32 30 32 35 30 31 32 39 2E 62 69 6E  
Aug 26 19:15:05.791  Note             0x0000                     Software: Version 18.5 (Build 22F76)  53 6F 66 74 77 61 72 65 3A 20 56 65 72 73 69 6F 6E 20 31 38 2E 35 20 28 42 75 69 6C 64 20 32 32 46 37 36 29  
Aug 26 19:56:26.608  Config           0x0000  Inateck KB04122-1  Connected: 00:00:00:00:00:00 - Handle: 0x0 - Inateck KB04122-11 - F75B3004-A1A2-8548-59B7-089AED838828  01 00 00 12 49 6E 61 74 65 63 6B 20 4B 42 30 34 31 32 32 2D 31 31 00 00 00 00 00 00 F7 5B 30 04 A1 A2 85 48 59 B7 08 9A ED 83 88 28  
Aug 26 19:56:26.608  Note             0x0000                     WiFi State: On, Band: 5 GHz  57 69 46 69 20 53 74 61 74 65 3A 20 4F 6E 2C 20 42 61 6E 64 3A 20 35 20 47 48 7A  
Aug 26 19:56:27.979  HCI Event        0x0000  C4:7D:1E:85:FB:23  LE - Ext ADV - 1 Report - Normal - Random - C4:7D:1E:85:FB:23  -65 dBm - Channel 39  3E 22 0D 01 10 27 01 23 FB 85 1E 7D C4 81 00 FF 7F BF 00 00 00 00 00 00 00 00 00 08 07 FF 4C 00 12 02 00 03  
Aug 26 19:56:28.110  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 0000 0103 9926 2B00 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 00 00 01 03 99 26 2B 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.127  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 9600 0103 9876 2C00 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 96 00 01 03 98 76 2C 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.142  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 2C01 0103 96D6 2D00 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 2C 01 01 03 96 D6 2D 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.157  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: C201 0103 9426 2F00 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 C2 01 01 03 94 26 2F 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.172  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 5802 0103 9086 3000 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 58 02 01 03 90 86 30 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.187  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: EE02 0103 8CD6 3100 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 EE 02 01 03 8C D6 31 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.202  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 8403 0103 8626 3300 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 84 03 01 03 86 26 33 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.216  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 1A04 0103 8076 3400 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 1A 04 01 03 80 76 34 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.231  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: B004 0103 78B6 3500 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 B0 04 01 03 78 B6 35 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.246  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 4605 0103 70F6 3600 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 46 05 01 03 70 F6 36 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.275  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: DC05 0103 6626 3800 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 DC 05 01 03 66 26 38 00 00 00 00 00 00 00 00 00 00 00 00  
Aug 26 19:56:28.292  ATT Receive      0x0053  00:00:00:00:00:00  Handle Value Notification - Handle:0x003D - Value: 7206 0103 5C56 3900 0000 0000 0000 0000…  53 20 1A 00 16 00 04 00 1B 3D 00 72 06 01 03 5C 56 39 00 00 00 00 00 00 00 00 00 00 00 00  
